frame,track_id,x1,y1,x2,y2
11,2,1458.086561916634,502.4336980438507,1473.5782697481777,517.5551401475283
12,2,1465.2462552815632,503.0522193540004,1481.3014673861326,518.7472770323151
13,2,1469.6071744989977,503.88347014662094,1485.7572676847633,519.6712805927453
14,2,1473.9680937169255,504.7147209392415,1490.2130679829004,520.5952841531757
15,2,1478.3290129353468,505.545971731862,1494.6688682805438,521.519287713606
16,2,1482.6899321542617,506.37722252448253,1499.1246685776937,522.4432912740363
17,2,1487.0508513736702,507.208473317103,1503.5804688743501,523.3672948344665
18,2,1501.1690257527914,509.7096323609289,1517.7762028315583,526.0844709363057
19,2,1506.6951007145826,510.7416891345182,1523.4113786643381,527.22410297271
20,2,1512.2211756812717,511.77374590810746,1529.0465544922206,528.3637350091144
21,2,1517.7472506528584,512.8058026816968,1534.681730315205,529.5033670455188
22,2,1523.2733256293427,513.8378594552861,1540.3169061332915,530.642999081923
23,2,1528.799400610725,514.8699162288754,1545.9520819464803,531.7826311183273
24,2,1534.3254755970047,515.9019730024646,1551.5872577547714,532.9222631547316
25,2,1539.8515505881824,516.934029776054,1557.222433558165,534.061895191136
25,4,1519.1139128922518,514.8494484174049,1532.8728885426506,529.3926352613992
26,2,1545.3776255842577,517.9660865496433,1562.8576093566605,535.2015272275403
26,4,1519.919005067116,516.0156233042037,1533.0611099921332,529.8573326121383
27,2,1550.9037005852308,518.9981433232325,1568.4927851502587,536.3411592639446
27,4,1520.0775233352044,516.8389568577977,1533.2549341446068,530.6824111696777
28,2,1556.4297755911016,520.0302000968218,1574.1279609389587,537.4807913003489
28,4,1519.9801979346967,517.2998942993942,1533.961896898659,531.9592370079739
29,2,1561.9558506018702,521.0622568704111,1579.7631367227614,538.6204233367533
29,4,1519.7525809696797,518.0171346106019,1533.0715275306,531.9719243476604
30,2,1567.4819256175365,522.0943136440004,1585.398312501666,539.7600553731576
30,4,1519.6035717649488,518.3366824712764,1532.3433528056635,531.6762500914103
31,2,1573.0080006381006,523.1263704175897,1591.033488275673,540.8996874095619
31,4,1519.2840848291369,519.119909610935,1532.507053760982,532.9737106988161
32,2,1578.5340756635624,524.1584271911789,1596.6686640447822,542.0393194459662
32,4,1519.4249422671694,519.7873927048782,1532.499441036491,533.4856402606723
33,2,1584.060150693922,525.1904839647683,1602.3038398089939,543.1789514823706
33,4,1519.5657997080075,520.4548757988215,1532.4918283091943,533.9975698225286
34,2,1589.5862257291792,526.2225407383576,1607.9390155683077,544.3185835187749
34,4,1519.7066571516514,521.1223588927647,1532.4842155790916,534.5094993843849
35,2,1595.1123007693343,527.2545975119468,1613.574191322724,545.4582155551792
35,4,1519.847514598101,521.789841986708,1532.4766028461836,535.0214289462411
36,2,1600.638375814387,528.2866542855361,1619.2093670722422,546.5978475915834
36,4,1519.9883720473565,522.4573250806512,1532.4689901104698,535.5333585080974
37,2,1606.1644508643374,529.3187110591255,1624.8445428168625,547.7374796279878
37,4,1520.1292294994175,523.1248081745945,1532.46137737195,536.0452880699537
38,2,1611.6905259191856,530.3507678327147,1630.4797185565853,548.8771116643921
38,4,1520.2700869542844,523.7922912685377,1532.4537646306248,536.55721763181
39,2,1617.2166009789316,531.382824606304,1636.1148942914106,550.0167437007964
39,4,1520.4109444119567,524.459774362481,1532.4461518864935,537.0691471936663
40,2,1622.7426760435753,532.4148813798934,1641.750070021338,551.1563757372008
40,4,1520.5518018724351,525.1272574564242,1532.438539139557,537.5810767555225
41,2,1628.2687511131167,533.4469381534826,1647.3852457463677,552.2960077736051
41,4,1520.692659335719,525.7947405503675,1532.4309263898142,538.0930063173788
42,2,1633.7948261875558,534.4789949270719,1653.0204214664996,553.4356398100094
42,4,1520.8335168018089,526.4622236443107,1532.4233136372661,538.6049358792351
43,2,1639.3209012668929,535.5110517006611,1658.6555971817338,554.5752718464137
43,4,1520.9743742707042,527.129706738254,1532.415700881912,539.1168654410914
44,2,1644.8469763511273,536.5431084742505,1664.29077289207,555.7149038828181
44,4,1521.1152317424053,527.7971898321972,1532.4080881237523,539.6287950029475
45,2,1650.3730514402598,537.5751652478398,1669.9259485975088,556.8545359192224
45,4,1521.2560892169122,528.4646729261405,1532.400475362787,540.1407245648038
46,2,1655.89912653429,538.607222021429,1675.56112429805,557.9941679556267
46,4,1521.3969466942249,529.1321560200837,1532.3928625990156,540.6526541266601
47,2,1661.4252016332177,539.6392787950183,1681.196299993693,559.133799992031
47,4,1521.5378041743431,529.799639114027,1532.3852498324388,541.1645836885164
48,2,1666.9512767370434,540.6713355686077,1686.8314756844384,560.2734320284354
48,4,1521.6786616572672,530.4671222079702,1532.3776370630562,541.6765132503726
49,4,1521.819519142997,531.1346053019134,1532.3700242908678,542.1884428122289
50,4,1521.9603766315324,531.8020883958567,1532.3624115158736,542.7003723740852
51,4,1522.1012341228736,532.4695714898,1532.354798738074,543.2123019359416
52,4,1522.2420916170206,533.1370545837433,1532.3471859574684,543.7242314977979
53,4,1522.3829491139734,533.8045376776865,1532.3395731740573,544.2361610596541
54,4,1522.5238066137317,534.4720207716298,1532.3319603878404,544.7480906215104
55,4,1522.6646641162959,535.139503865573,1532.3243475988177,545.2600201833667
56,4,1522.8055216216658,535.8069869595163,1532.3167348069892,545.771949745223
57,4,1522.9463791298413,536.4744700534595,1532.309122012355,546.2838793070791
58,4,1523.0872366408228,537.1419531474028,1532.3015092149153,546.7958088689354
59,4,1523.2280941546096,537.809436241346,1532.2938964146695,547.3077384307917
60,4,1523.3689516712025,538.4769193352893,1532.2862836116183,547.819667992648
61,4,1523.509809190601,539.1444024292325,1532.2786708057613,548.3315975545042
100,24,881.5691098059342,606.7356010626338,895.6277639331205,621.0718168340053
101,24,880.4308678370035,605.9918572569911,894.2821597092723,620.1166168449902
102,24,879.2926258673582,605.2481134513484,892.9365554861386,619.1614168559751
103,24,878.1543838969983,604.5043696457059,891.5909512637191,618.2062168669601
104,24,877.016141925924,603.7606258400632,890.2453470420145,617.251016877945
105,24,875.877899954135,603.0168820344206,888.8997428210242,616.29581688893
106,24,874.7396579816317,602.273138228778,887.5541386007486,615.340616899915
107,24,873.6014160084137,601.5293944231354,886.2085343811874,614.3854169109
108,24,872.4631740344813,600.7856506174927,884.862930162341,613.4302169218848
109,24,871.3249320598343,600.0419068118501,883.5173259442088,612.4750169328698
110,24,870.1866900844727,599.2981630062075,882.1717217267911,611.5198169438547
111,24,869.0484481083968,598.5544192005648,880.8261175100882,610.5646169548396
112,24,867.9102061316062,597.8106753949222,879.4805132940996,609.6094169658246
113,24,866.771964154101,597.0669315892795,878.1349090788257,608.6542169768095
114,24,865.6337221758814,596.323187783637,876.7893048642662,607.6990169877946
115,24,864.4954801969473,595.5794439779943,875.4437006504212,606.7438169987795
116,24,863.3572382172986,594.8357001723517,874.0980964372908,605.7886170097645
117,24,862.2189962369354,594.091956366709,872.7524922248749,604.8334170207494
118,24,861.0807542558576,593.3482125610664,871.4068880131736,603.8782170317343
119,24,859.9425122740654,592.6044687554238,870.0612838021867,602.9230170427193
120,24,858.8042702915586,591.8607249497811,868.7156795919145,601.9678170537042
121,24,857.6660283083373,591.1169811441385,867.3700753823567,601.0126170646892
122,24,856.5277863244015,590.3732373384959,866.0244711735135,600.0574170756742
123,24,855.3895443397512,589.6294935328533,864.6788669653848,599.1022170866592
124,24,854.2513023543862,588.8857497272106,863.3332627579705,598.147017097644
125,24,853.1130603683068,588.142005921568,861.9876585512709,597.191817108629
126,24,851.9748183815129,587.3982621159254,860.6420543452858,596.2366171196139
127,24,850.8365763940044,586.6545183102827,859.296450140015,595.2814171305988
128,24,849.6983344057815,585.9107745046401,857.950845935459,594.3262171415838
129,24,848.5600924168439,585.1670306989975,856.6052417316174,593.3710171525687
130,24,847.4218504271919,584.4232868933549,855.2596375284904,592.4158171635538
